year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
1989,Kuwait Petroleum Corp.,581.4,Million bbl/yr,215.9480159,3.443211645,0.827640854,11.6306008,0.4153786,231.8494692
1989,Kuwait Petroleum Corp.,288,Bcf/yr,15.38892,0.026708456,0.439103211,4.256463702,0.152016561,20.99243242
1990,Kuwait Petroleum Corp.,387.6,Million bbl/yr,143.965344,2.29547443,0.55176057,7.753733867,0.276919067,154.5663128
1990,Kuwait Petroleum Corp.,147.97,Bcf/yr,7.906591988,0.013722396,0.225604521,2.186906021,0.078103786,10.78559106
1991,Kuwait Petroleum Corp.,49.6,Million bbl/yr,18.42280975,0.293744922,0.070607132,0.992221878,0.035436496,19.77938369
1991,Kuwait Petroleum Corp.,18,Bcf/yr,0.9618075,0.001669278,0.027443951,0.266028981,0.009501035,1.312027027
1992,Kuwait Petroleum Corp.,383.3,Million bbl/yr,142.3682052,2.270008641,0.545639387,7.667714632,0.273846951,152.8515679
1992,Kuwait Petroleum Corp.,92.5253,Bcf/yr,4.943973749,0.008580583,0.141069987,1.367467295,0.048838118,6.744205235
1993,Kuwait Petroleum Corp.,682.2,Million bbl/yr,253.3879196,4.040177132,0.971132767,13.64705171,0.487394704,272.0462812
1993,Kuwait Petroleum Corp.,191.407,Bcf/yr,10.22759379,0.017750644,0.291831349,2.828878291,0.101031368,13.95173095
1994,Kuwait Petroleum Corp.,730,Million bbl/yr,271.1421597,4.323261956,1.039177543,14.60326554,0.521545198,291.1078647
1994,Kuwait Petroleum Corp.,210.83,Bcf/yr,11.26543751,0.019551888,0.321444896,3.115938342,0.111283512,15.367481
1995,Kuwait Petroleum Corp.,730,Million bbl/yr,271.1421597,4.323261956,1.039177543,14.60326554,0.521545198,291.1078647
1995,Kuwait Petroleum Corp.,210.83,Bcf/yr,11.26543751,0.019551888,0.321444896,3.115938342,0.111283512,15.367481
1996,Kuwait Petroleum Corp.,730,Million bbl/yr,271.1421597,4.323261956,1.039177543,14.60326554,0.521545198,291.1078647
1996,Kuwait Petroleum Corp.,210.83055,Bcf/yr,11.2654669,0.019551939,0.321445735,3.11594647,0.111283803,15.36752109
1997,Kuwait Petroleum Corp.,767.7,Million bbl/yr,285.1449808,4.546531786,1.092844657,15.35743418,0.548479792,306.1417914
1997,Kuwait Petroleum Corp.,327.37005,Bcf/yr,17.49260941,0.030359543,0.499129306,4.838328941,0.172797462,23.86213074
1998,Kuwait Petroleum Corp.,657,Million bbl/yr,244.0279437,3.89093576,0.935259789,13.14293899,0.469390678,261.9970782
1998,Kuwait Petroleum Corp.,317.835,Bcf/yr,16.98311593,0.029475285,0.48459156,4.697406739,0.167764526,23.16711722
1999,Kuwait Petroleum Corp.,596,Million bbl/yr,221.3708591,3.529676884,0.848424405,11.92266611,0.425809504,237.6716265
1999,Kuwait Petroleum Corp.,305.1216,Bcf/yr,16.30379129,0.028296273,0.465207897,4.509510469,0.161053945,22.24043253
2000,Kuwait Petroleum Corp.,768.2,Million bbl/yr,285.3306946,4.549492924,1.093556423,15.36743642,0.548837015,306.3411804
2000,Kuwait Petroleum Corp.,339.024,Bcf/yr,18.11532366,0.031440304,0.516897664,5.010567188,0.178948828,24.7115917
2001,Kuwait Petroleum Corp.,745.3,Million bbl/yr,276.8250022,4.413872789,1.060957566,14.90933398,0.532476214,297.2091665
2001,Kuwait Petroleum Corp.,300.1775,Bcf/yr,16.03960949,0.027837769,0.457669806,4.436439698,0.158444275,21.88005515
2002,Kuwait Petroleum Corp.,715.4,Million bbl/yr,265.7193165,4.236796717,1.018393992,14.31120023,0.511114294,285.2857074
2002,Kuwait Petroleum Corp.,282.52,Bcf/yr,15.09610305,0.026200253,0.430748053,4.175472657,0.149124023,20.59299309
2003,Kuwait Petroleum Corp.,726.4,Million bbl/yr,269.8050203,4.30194176,1.034052832,14.53124944,0.518973194,289.6722643
2003,Kuwait Petroleum Corp.,321.3665,Bcf/yr,17.17181722,0.029802788,0.48997591,4.749600147,0.169628577,23.42452963
2004,Kuwait Petroleum Corp.,855.9,Million bbl/yr,317.9048965,5.068876586,1.218400081,17.12182873,0.611493883,341.3140019
2004,Kuwait Petroleum Corp.,342.5555,Bcf/yr,18.30402495,0.031767807,0.522282014,5.062760596,0.180812878,24.96900412
2005,Kuwait Petroleum Corp.,777.5,Million bbl/yr,288.7849714,4.604570097,1.10679526,15.55347802,0.555481358,310.0498148
2005,Kuwait Petroleum Corp.,434.3745,Bcf/yr,23.21025844,0.040282889,0.662275131,6.41978921,0.229278186,31.66172687
2006,Kuwait Petroleum Corp.,699,Million bbl/yr,259.6279036,4.13967138,0.995048086,13.98312687,0.499397388,278.7457499
2006,Kuwait Petroleum Corp.,438.25915,Bcf/yr,23.41782986,0.040643142,0.668197917,6.477201959,0.231328641,31.94488052
2007,Kuwait Petroleum Corp.,788.4,Million bbl/yr,292.8335325,4.669122912,1.122311747,15.77152678,0.563268814,314.3964939
2007,Kuwait Petroleum Corp.,425.8989,Bcf/yr,22.75737535,0.039496881,0.64935269,6.29452503,0.224804465,31.04393708
2008,Kuwait Petroleum Corp.,846.8,Million bbl/yr,314.5249052,5.014983869,1.20544595,16.93978803,0.60499243,337.6851231
2008,Kuwait Petroleum Corp.,448.5005,Bcf/yr,23.96506359,0.041592902,0.683812534,6.628562843,0.236734387,32.69137652
2009,Kuwait Petroleum Corp.,733.7,Million bbl/yr,272.5164419,4.345174379,1.044444607,14.67728209,0.524188646,292.5833429
2009,Kuwait Petroleum Corp.,405.734035,Bcf/yr,21.67989099,0.037626838,0.618608048,5.996500669,0.214160738,29.57411219
2010,Kuwait Petroleum Corp.,741,Million bbl/yr,275.2278635,4.388406999,1.054836383,14.82331475,0.529404098,295.4944216
2010,Kuwait Petroleum Corp.,414.350895,Bcf/yr,22.14032214,0.038425946,0.631745863,6.123852585,0.218709021,30.20219848
2011,Kuwait Petroleum Corp.,913.6,Million bbl/yr,339.33627,5.410591949,1.300537813,18.27608685,0.652717387,364.3234866
2011,Kuwait Petroleum Corp.,477.917895,Bcf/yr,25.53694532,0.044321003,0.728664175,7.063333933,0.252261926,34.83562193
2012,Kuwait Petroleum Corp.,1004.8,Million bbl/yr,373.2104686,5.95070358,1.430363829,20.10049481,0.717874815,400.6920308
2012,Kuwait Petroleum Corp.,547.912225,Bcf/yr,29.27700485,0.050812116,0.835382005,8.097807284,0.289207403,39.93753596
2013,Kuwait Petroleum Corp.,935.1,Million bbl/yr,347.3219637,5.537920897,1.331143727,18.70618302,0.668077965,372.8972114
2013,Kuwait Petroleum Corp.,576.022965,Bcf/yr,30.77906711,0.053419041,0.878241437,8.513266813,0.304045243,41.98653878
2014,Kuwait Petroleum Corp.,1046.5,Million bbl/yr,388.6990001,6.197662516,1.489725067,20.93468135,0.747667191,417.3210691
2014,Kuwait Petroleum Corp.,530.749135,Bcf/yr,28.35991659,0.04922045,0.809214061,7.84414732,0.280148119,38.68651163
2015,Kuwait Petroleum Corp.,1043.4,Million bbl/yr,387.5475745,6.179303458,1.485312121,20.87266749,0.74545241,416.0848576
2015,Kuwait Petroleum Corp.,597.141335,Bcf/yr,31.90750081,0.05537751,0.910439854,8.825383394,0.315192264,43.52586501
2016,Kuwait Petroleum Corp.,1043.9,Million bbl/yr,387.7332883,6.182264597,1.486023887,20.88266972,0.745809633,416.2842465
2016,Kuwait Petroleum Corp.,610.6315504,Bcf/yr,32.62833361,0.056628561,0.931007898,9.02476052,0.322312876,44.50917208
2017,Kuwait Petroleum Corp.,987,Million bbl/yr,366.599057,5.845287055,1.40502498,19.74441519,0.705157685,393.5937842
2017,Kuwait Petroleum Corp.,603.9570721,Bcf/yr,32.2716912,0.056009585,0.920831562,8.926115817,0.318789851,44.02266675
2018,Kuwait Petroleum Corp.,998.9,Million bbl/yr,371.0190456,5.915762147,1.421964997,19.98246842,0.713659586,398.3392412
2018,Kuwait Petroleum Corp.,626.4,Bcf/yr,33.470901,0.058090891,0.955049485,9.257808553,0.33063602,45.65854052
2019,Kuwait Petroleum Corp.,1086,Million bbl/yr,403.370391,6.431592444,1.545954537,21.72485805,0.775887787,433.072796
2019,Kuwait Petroleum Corp.,493,Bcf/yr,26.34283875,0.045719683,0.751659317,7.286238213,0.260222793,35.93496245
2020,Kuwait Petroleum Corp.,980,Million bbl/yr,363.9990637,5.803831119,1.395060263,19.60438388,0.700156567,390.8023389
2020,Kuwait Petroleum Corp.,410,Bcf/yr,21.9078375,0.038022454,0.625112211,6.059549021,0.216412465,29.88506005
2021,Kuwait Petroleum Corp.,881,Million bbl/yr,327.2277297,5.21752573,1.254130706,17.62394101,0.629426465,351.3233271
2021,Kuwait Petroleum Corp.,449,Bcf/yr,23.99175375,0.041639224,0.684574104,6.635945147,0.236998041,32.72778527
2022,Kuwait Petroleum Corp.,988,Million bbl/yr,366.9704846,5.851209332,1.406448511,19.76441966,0.705872131,393.9925621
2022,Kuwait Petroleum Corp.,490,Bcf/yr,26.1825375,0.04544147,0.747085325,7.241900049,0.258639287,35.71629128
1961,Libya National Oil Corp.,0.6662,Million bbl/yr,0.247445078,0.003945421,0.000948356,0.01332698,0.000475964,0.265665835
1962,Libya National Oil Corp.,6.7052,Million bbl/yr,2.490496451,0.039710049,0.009545059,0.134133995,0.0047905,2.673885554
1963,Libya National Oil Corp.,16.9414,Million bbl/yr,6.292503814,0.100331658,0.024116606,0.338903785,0.012103707,6.755855862
1964,Libya National Oil Corp.,31.5642,Million bbl/yr,11.72381556,0.186931925,0.044932613,0.631425197,0.0225509,12.58710529
1965,Libya National Oil Corp.,44.53,Million bbl/yr,16.53967174,0.263718979,0.06338983,0.890799198,0.031814257,17.75757975
1966,Libya National Oil Corp.,55.042,Million bbl/yr,20.44411884,0.325973951,0.078353987,1.101086222,0.039324508,21.949533
1967,Libya National Oil Corp.,63.2545,Million bbl/yr,23.49446814,0.374610648,0.090044734,1.265372959,0.045191891,25.22449648
1968,Libya National Oil Corp.,94.8635,Million bbl/yr,35.23492365,0.561807891,0.135041122,1.897694357,0.067774798,37.82946702
1969,Libya National Oil Corp.,113.442,Million bbl/yr,42.13549161,0.671834908,0.16148819,2.269347465,0.081048124,45.23816218
1970,Libya National Oil Corp.,245.061,Million bbl/yr,91.022423,1.451319039,0.348851901,4.902316242,0.175082723,97.72491019
1970,Libya National Oil Corp.,1.972677029,Bcf/yr,0.105407531,0.000182942,0.00300767,0.029154959,0.001041249,0.143789199
1971,Libya National Oil Corp.,301.125,Million bbl/yr,111.8461409,1.783345557,0.428660737,6.023847035,0.215137394,120.0819942
1971,Libya National Oil Corp.,7.125792545,Bcf/yr,0.380757817,0.00066083,0.010864439,0.105314852,0.003761245,0.5194018
1972,Libya National Oil Corp.,328.208,Million bbl/yr,121.905515,1.943738575,0.467214223,6.565628187,0.234486721,130.882096
1972,Libya National Oil Corp.,37.90039054,Bcf/yr,2.025159993,0.003514795,0.057785358,0.560144572,0.020005163,2.762574261
1973,Libya National Oil Corp.,404.87982,Million bbl/yr,150.3835463,2.397810305,0.576358927,8.099407566,0.289264556,161.4571231
1973,Libya National Oil Corp.,77.52520137,Bcf/yr,4.142462229,0.007189508,0.118199878,1.14577502,0.040920536,5.650842191
1974,Libya National Oil Corp.,305.3220499,Million bbl/yr,113.4050411,1.808201648,0.434635367,6.107806809,0.218135957,121.7556849
1974,Libya National Oil Corp.,75.19153784,Bcf/yr,4.017765835,0.00697309,0.114641825,1.111284901,0.039688746,5.480740545
1975,Libya National Oil Corp.,324.1068,Million bbl/yr,120.3822161,1.919450134,0.461376039,6.483585841,0.231556637,129.2466281
1975,Libya National Oil Corp.,93.29957246,Bcf/yr,4.98534603,0.008652387,0.142250493,1.378910568,0.049246806,6.800642257
1976,Libya National Oil Corp.,458.6178627,Million bbl/yr,170.3433394,2.71606186,0.65285669,9.174408809,0.327657457,182.8866668
1976,Libya National Oil Corp.,103.929977,Bcf/yr,5.553368408,0.009638226,0.158458287,1.53602144,0.054857909,7.575496593
1977,Libya National Oil Corp.,527.1021,Million bbl/yr,195.7802764,3.12164446,0.750346117,10.54439991,0.376585711,210.1966669
1977,Libya National Oil Corp.,118.6189494,Bcf/yr,6.338255289,0.011000448,0.180854033,1.753115461,0.062611266,8.646181528
1978,Libya National Oil Corp.,506.6480999,Million bbl/yr,188.1830959,3.000510213,0.721229216,10.13522841,0.361972443,202.0400637
1978,Libya National Oil Corp.,120.2628469,Bcf/yr,6.426094896,0.011152899,0.183360425,1.777411259,0.063478974,8.766005857
1979,Libya National Oil Corp.,534.5312,Million bbl/yr,198.5396493,3.165641645,0.76092167,10.69301514,0.381893398,213.1592277
1979,Libya National Oil Corp.,159.3406398,Bcf/yr,8.514167914,0.014776883,0.242940926,2.354957117,0.084105611,11.61440144
1980,Libya National Oil Corp.,456.5408033,Million bbl/yr,169.5718622,2.70376094,0.649899932,9.132858329,0.326173512,182.0583814
1980,Libya National Oil Corp.,126,Bcf/yr,6.7326525,0.011684949,0.192107655,1.86220287,0.066507245,9.184189186
1981,Libya National Oil Corp.,291.3267,Million bbl/yr,108.2067817,1.725317314,0.414712554,5.827837205,0.208137043,116.1746487
1981,Libya National Oil Corp.,77,Bcf/yr,4.11439875,0.007140802,0.117399122,1.138012865,0.040643317,5.612560058
1982,Libya National Oil Corp.,293.8159001,Million bbl/yr,109.1313393,1.740059045,0.418256007,5.877632341,0.209915441,117.1672867
1982,Libya National Oil Corp.,84,Bcf/yr,4.488435,0.007789966,0.12807177,1.24146858,0.044338164,6.12279279
1983,Libya National Oil Corp.,282.4184999,Million bbl/yr,104.8980301,1.672560488,0.402031456,5.649633353,0.20177262,112.6222554
1983,Libya National Oil Corp.,98,Bcf/yr,5.2365075,0.009088294,0.149417065,1.44838001,0.051727857,7.143258255
1984,Libya National Oil Corp.,277.7689891,Million bbl/yr,103.1710734,1.645024799,0.395412734,5.556622337,0.198450798,110.7681333
1984,Libya National Oil Corp.,113.4,Bcf/yr,6.05938725,0.010516454,0.172896889,1.675982583,0.059856521,8.265770267
1985,Libya National Oil Corp.,270.4940001,Million bbl/yr,100.4689416,1.601940301,0.385056562,5.411090015,0.193253215,107.8670285
1985,Libya National Oil Corp.,126,Bcf/yr,6.7326525,0.011684949,0.192107655,1.86220287,0.066507245,9.184189186
1986,Libya National Oil Corp.,264.11,Million bbl/yr,98.09774765,1.564132486,0.375968741,5.283381454,0.188692195,105.3212303
1986,Libya National Oil Corp.,138.6,Bcf/yr,7.40591775,0.012853444,0.21131842,2.048423157,0.07315797,10.1026081
1987,Libya National Oil Corp.,248.311,Million bbl/yr,92.22956276,1.470566438,0.353478377,4.96733078,0.177404671,99.02093835
1987,Libya National Oil Corp.,132.3,Bcf/yr,7.069285125,0.012269197,0.201713038,1.955313013,0.069832608,9.643398645
1988,Libya National Oil Corp.,300.1468797,Million bbl/yr,111.48284,1.777552858,0.427268352,6.004280253,0.21443858,119.6919414
1988,Libya National Oil Corp.,135.8,Bcf/yr,7.25630325,0.012593779,0.207049361,2.007040871,0.071680031,9.898515011
1989,Libya National Oil Corp.,293.8340999,Million bbl/yr,109.1380992,1.740166829,0.418281915,5.877996418,0.209928444,117.1745444
1989,Libya National Oil Corp.,148.4,Bcf/yr,7.9295685,0.013762274,0.226260127,2.193261158,0.078330756,10.81693393
1990,Libya National Oil Corp.,351.3125644,Million bbl/yr,130.4871883,2.080570198,0.500104284,7.027822829,0.250993672,140.0956856
1990,Libya National Oil Corp.,153.3,Bcf/yr,8.191393875,0.014216688,0.23373098,2.265680158,0.080917149,11.17409684
1991,Libya National Oil Corp.,378.945,Million bbl/yr,140.750638,2.244217126,0.53943991,7.580595151,0.270735541,151.1148901
1991,Libya National Oil Corp.,161.665,Bcf/yr,8.638367194,0.014992439,0.246484794,2.389309738,0.085332491,11.78382496
1992,Libya National Oil Corp.,366.1294764,Million bbl/yr,135.9905986,2.16832005,0.521196616,7.324227351,0.261579548,146.0043426
1992,Libya National Oil Corp.,167.3984988,Bcf/yr,8.944729533,0.015524151,0.255226453,2.474047339,0.088358834,12.20174192
1993,Libya National Oil Corp.,358.1804108,Million bbl/yr,133.0380961,2.121243484,0.509880876,7.165210479,0.255900374,142.8344309
1993,Libya National Oil Corp.,157.22238,Bcf/yr,8.400981347,0.014580441,0.239711291,2.323650534,0.082987519,11.46000065
1994,Libya National Oil Corp.,362.4495,Million bbl/yr,134.6237537,2.146526211,0.515958056,7.25061136,0.258950406,144.5368493
1994,Libya National Oil Corp.,157.962,Bcf/yr,8.440502018,0.014649031,0.240838963,2.334581664,0.083377917,11.51391184
1995,Libya National Oil Corp.,365.365,Million bbl/yr,135.7066509,2.163792609,0.52010836,7.308934403,0.261033372,145.6994863
1995,Libya National Oil Corp.,156.73,Bcf/yr,8.374671638,0.014534779,0.238960577,2.316373459,0.082727624,11.42411088
1996,Libya National Oil Corp.,370.4359072,Million bbl/yr,137.5901259,2.193823924,0.527326953,7.410375231,0.264656258,147.721652
1996,Libya National Oil Corp.,158.70561,Bcf/yr,8.480235888,0.014717992,0.241972719,2.345571765,0.08377042,11.56811387
1997,Libya National Oil Corp.,384.7619999,Million bbl/yr,142.9112324,2.278667009,0.547720589,7.696961171,0.27489147,153.4345811
1997,Libya National Oil Corp.,162.413685,Bcf/yr,8.678372241,0.01506187,0.247626287,2.400374844,0.085727673,11.8383969
1998,Libya National Oil Corp.,370.5205,Million bbl/yr,137.621546,2.194324906,0.527447374,7.412067464,0.264716695,147.7553857
1998,Libya National Oil Corp.,157.22238,Bcf/yr,8.400981347,0.014580441,0.239711291,2.323650534,0.082987519,11.46000065
1999,Libya National Oil Corp.,352.324,Million bbl/yr,130.8628634,2.086560199,0.501544094,7.048056065,0.251716288,140.4990237
1999,Libya National Oil Corp.,128.5466,Bcf/yr,6.868726888,0.011921115,0.195990364,1.899840059,0.067851431,9.369811854
2000,Libya National Oil Corp.,375.5919808,Million bbl/yr,139.505234,2.224359618,0.534666783,7.513519767,0.268339992,149.7777802
2000,Libya National Oil Corp.,148.323,Bcf/yr,7.925454101,0.013755133,0.226142728,2.192123145,0.078290112,10.81132137
2001,Libya National Oil Corp.,364.9939999,Million bbl/yr,135.5688513,2.161595444,0.51958023,7.301512742,0.260768312,145.5515397
2001,Libya National Oil Corp.,152.77269,Bcf/yr,8.163217724,0.014167787,0.23292701,2.257886839,0.080638816,11.13566101
2002,Libya National Oil Corp.,353.4895,Million bbl/yr,131.2957623,2.093462613,0.503203219,7.07137128,0.252548974,140.9637994
2002,Libya National Oil Corp.,153.514305,Bcf/yr,8.202844995,0.014236562,0.234057723,2.268847455,0.081030266,11.18971762
2003,Libya National Oil Corp.,379.5505,Million bbl/yr,140.9755374,2.247803064,0.540301858,7.59270786,0.271168138,151.3563502
2003,Libya National Oil Corp.,135.96275,Bcf/yr,7.264999593,0.012608872,0.207297501,2.009446216,0.071765936,9.910377922
2004,Libya National Oil Corp.,404.5123469,Million bbl/yr,150.2470567,2.395634028,0.575835818,8.092056461,0.289002016,161.310583
2004,Libya National Oil Corp.,199.24723,Bcf/yr,10.64652668,0.018477728,0.303785064,2.944752091,0.105169718,14.52320837
2005,Libya National Oil Corp.,444.5489999,Million bbl/yr,165.1177752,2.632742163,0.63282923,8.892968619,0.317606022,177.2763153
2005,Libya National Oil Corp.,279.34165,Bcf/yr,14.92627189,0.0259055,0.425902137,4.128498589,0.147446378,20.36132191
2006,Libya National Oil Corp.,476.4165001,Million bbl/yr,176.9542449,2.821470315,0.6781936,9.530461176,0.340373613,189.9843699
2006,Libya National Oil Corp.,326.1869975,Bcf/yr,17.42939448,0.03024983,0.497325549,4.820844149,0.172173005,23.77589758
2007,Libya National Oil Corp.,493.2549999,Million bbl/yr,183.2085287,2.92119257,0.702163725,9.867306497,0.352403803,196.6991915
2007,Libya National Oil Corp.,377.72924,Bcf/yr,20.18348978,0.035029738,0.575910147,5.582606942,0.199378819,27.53283175
2008,Libya National Oil Corp.,496.3939166,Million bbl/yr,184.374409,2.939782102,0.706632069,9.930098871,0.354646388,197.9509221
2008,Libya National Oil Corp.,393.05595,Bcf/yr,21.00245337,0.036451102,0.599278229,5.809126334,0.207468798,28.65000163
2009,Libya National Oil Corp.,471.3975,Million bbl/yr,175.0900496,2.791746408,0.671048899,9.430058722,0.336787812,187.9829036
2009,Libya National Oil Corp.,393.0806705,Bcf/yr,21.00377428,0.036453394,0.599315919,5.809491688,0.207481846,28.65180352
2010,Libya National Oil Corp.,472.675,Million bbl/yr,175.5645484,2.799312116,0.672867459,9.455614437,0.337700516,188.4923424
2010,Libya National Oil Corp.,415.650487,Bcf/yr,22.20976421,0.038546467,0.633727304,6.14305976,0.219394991,30.29692625
2011,Libya National Oil Corp.,133.462,Million bbl/yr,49.57147249,0.790398887,0.189987278,2.669837021,0.095351322,53.22169567
2011,Libya National Oil Corp.,183.1155482,Bcf/yr,9.784550424,0.016981713,0.279189671,2.706335709,0.096654847,13.34736379
2012,Libya National Oil Corp.,395.7527458,Million bbl/yr,146.9934989,2.343757247,0.563366255,7.916825254,0.282743759,157.8174477
2012,Libya National Oil Corp.,397.2550603,Bcf/yr,21.22682758,0.036840518,0.605680461,5.871186614,0.209685236,28.95607642
2013,Libya National Oil Corp.,266.8714999,Million bbl/yr,99.12344499,1.580486853,0.379899821,5.338623806,0.190665136,106.4224555
2013,Libya National Oil Corp.,412.0168003,Bcf/yr,22.0156027,0.038209487,0.628187153,6.089356095,0.217477003,30.03206541
2014,Libya National Oil Corp.,147.4025,Million bbl/yr,54.74935917,0.872958384,0.209832011,2.948709382,0.105311049,58.78085894
2014,Libya National Oil Corp.,409.2856364,Bcf/yr,21.86966637,0.037956206,0.624023046,6.048991164,0.216035399,29.83298981
2015,Libya National Oil Corp.,126.21,Million bbl/yr,46.87787941,0.747450536,0.179663832,2.52476458,0.090170164,50.32975836
